Sentence,NER,types
Shortly afterwards Roberto Carlos found space in the home defence and equalised for Real with a shot that was deflected past despairing Deportivo ' keeper Jacques Songo'o .,"{""PER"": [""Roberto Carlos"", ""Jacques Songo'o""], ""ORG"": [""Real"", ""Deportivo""]}",conll2003
"In a frantic final five minutes there were chances at both ends , and Donato , who had earlier been booked , was sent off for protesting about the incursion of Real players at a free kick .","{""PER"": [""Donato""], ""ORG"": [""Real""]}",conll2003
Before the match Deportivo chairman Augusto Lendoiro said he would ignore a FIFA decision banning Brazilian midfielder Mauro Silva from playing in the match for failing to join his national side 's tour of Europe .,"{""ORG"": [""Deportivo"", ""FIFA""], ""PER"": [""Augusto Lendoiro"", ""Mauro Silva""], ""MISC"": [""Brazilian""], ""LOC"": [""Europe""]}",conll2003
"In the event , coach John Toshack decided not to use Silva , who had claimed he did not join the Brazil squad because he had lost his passport .","{""PER"": [""John Toshack"", ""Silva""], ""LOC"": [""Brazil""]}",conll2003
-DOCSTART-,{},conll2003
RUGBY LEAGUE - WIGAN BEAT BRADFORD 42-36 IN SEMIFINAL .,"{""MISC"": [""RUGBY LEAGUE""], ""ORG"": [""WIGAN"", ""BRADFORD""]}",conll2003
"WIGAN , England 1996-08-31","{""LOC"": [""WIGAN"", ""England""]}",conll2003
Result of English rugby league premiership semifinal played on Saturday :,"{""MISC"": [""English""]}",conll2003
Wigan 42 Bradford Bulls 36,"{""ORG"": [""Wigan"", ""Bradford Bulls""]}",conll2003
-DOCSTART-,{},conll2003
SOCCER - ISRAEL BEAT BULGARIA IN EUROPEAN UNDER-21 QUALIFIER .,"{""LOC"": [""ISRAEL"", ""BULGARIA""], ""MISC"": [""EUROPEAN""]}",conll2003
"HERZLIYA , Israel 1996-08-31","{""LOC"": [""HERZLIYA"", ""Israel""]}",conll2003
Result of European under-21 championship group 5 qualifier on Saturday :,"{""MISC"": [""European""]}",conll2003
"Israel 2 , Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) , Nir Sivilia ( 57th ) .","{""LOC"": [""Israel"", ""Bulgaria""], ""PER"": [""Haim Hajaj"", ""Nir Sivilia""]}",conll2003
"Attendance : 2,000 .",{},conll2003
-DOCSTART-,{},conll2003
SOCCER - IRISH ERASE PAINFUL MEMORIES WITH 5-0 WIN .,"{""MISC"": [""IRISH""]}",conll2003
"ESCHEN , Liechtenstein 1996-08-31","{""LOC"": [""ESCHEN"", ""Liechtenstein""]}",conll2003
The Republic of Ireland 's new-look side dispelled painful memories of their last visit to Liechtenstein by beating the Alpine part-timers 5-0 in a World Cup qualifier on Saturday .,"{""LOC"": [""Republic of Ireland"", ""Liechtenstein""], ""MISC"": [""Alpine"", ""World Cup""]}",conll2003
"The Irish , under new manager Mick McCarthy , took a 4-0 lead within 20 minutes through captain Andy Townsend , 20-year-old Norwich striker Keith O'Neill , Sunderland forward Niall Quinn and teenager Ian Harte .","{""MISC"": [""Irish""], ""PER"": [""Mick McCarthy"", ""Andy Townsend"", ""Keith O'Neill"", ""Niall Quinn"", ""Ian Harte""], ""ORG"": [""Norwich"", ""Sunderland""]}",conll2003
Quinn added his second and Ireland 's fifth just after the hour to complete the rout and give the Irish their biggest-ever away win .,"{""PER"": [""Quinn""], ""LOC"": [""Ireland""], ""MISC"": [""Irish""]}",conll2003
"The result helped erase memories of Ireland 's visit to the Eschen stadium 14 months ago , when Jack Charlton 's side were held to a frustrating 0-0 draw which ultimately cost them a place in the European championship finals .","{""LOC"": [""Ireland"", ""Eschen""], ""PER"": [""Jack Charlton""], ""MISC"": [""European""]}",conll2003
-DOCSTART-,{},conll2003
SOCCER - IRELAND BEAT LIECHTENSTEIN 5-0 IN WORLD CUP QUALIFIER .,"{""LOC"": [""IRELAND"", ""LIECHTENSTEIN""], ""MISC"": [""WORLD CUP""]}",conll2003
ESCHEN 1996-08-31,"{""LOC"": [""ESCHEN""]}",conll2003
The Republic of Ireland beat Liechtenstein 5-0 ( halftime 4-0 ) in a World Cup soccer European group 8 qualifier on Saturday .,"{""LOC"": [""Republic of Ireland"", ""Liechtenstein""], ""MISC"": [""World Cup"", ""European""]}",conll2003
"Scorers : Andy Townsend ( 5th ) , Keith O'Neill ( 7th ) , Niall Quinn ( 11th , 61st ) , Ian Harte ( 19th ) .","{""PER"": [""Andy Townsend"", ""Keith O'Neill"", ""Niall Quinn"", ""Ian Harte""]}",conll2003
"Attendance : 3,900",{},conll2003
-DOCSTART-,{},conll2003
GOLF - BRITISH MASTERS FINAL SCORES .,"{""MISC"": [""BRITISH MASTERS""]}",conll2003
"NORTHAMPTON , England 1996-08-31","{""LOC"": [""NORTHAMPTON"", ""England""]}",conll2003
Leading scores after the final round of the British Masters golf tournament on Saturday ( British unless stated ) :,"{""MISC"": [""British Masters"", ""British""]}",conll2003
"284 Robert Allenby ( Australia ) 69 71 71 73 , Miguel Angel Martin ( Spain ) 75 70 71 68 ( Allenby won at first play-off hole )","{""PER"": [""Robert Allenby"", ""Miguel Angel Martin"", ""Allenby""], ""LOC"": [""Australia"", ""Spain""]}",conll2003
285 Costantino Rocca ( Italy ) 71 73 72 69,"{""PER"": [""Costantino Rocca""], ""LOC"": [""Italy""]}",conll2003
286 Miguel Angel Jimenez ( Spain ) 74 72 73 67,"{""PER"": [""Miguel Angel Jimenez""], ""LOC"": [""Spain""]}",conll2003
287 Ian Woosnam 70 76 71 70,"{""PER"": [""Ian Woosnam""]}",conll2003
288 Jose Coceres ( Argentina ) 69 78 71 70,"{""PER"": [""Jose Coceres""], ""LOC"": [""Argentina""]}",conll2003
"289 Joakim Haeggman ( Sweden ) 71 77 70 71 , Antoine Lebouc ( France ) 74 73 70 72","{""PER"": [""Joakim Haeggman"", ""Antoine Lebouc""], ""LOC"": [""Sweden"", ""France""]}",conll2003
"290 Colin Montgomerie 68 76 77 69 , Robert Coles 74 76 71 69 , Philip Walton ( Ireland ) 71 74 74 71 , Peter Mitchell 74 71 74 71 , Klas Eriksson ( Sweden ) 71 75 72 72 , Pedro Linhart ( Spain ) 72 73 67 78","{""PER"": [""Colin Montgomerie"", ""Robert Coles"", ""Philip Walton"", ""Peter Mitchell"", ""Klas Eriksson"", ""Pedro Linhart""], ""LOC"": [""Ireland"", ""Sweden"", ""Spain""]}",conll2003
"291 Phillip Price 72 76 74 69 , Adam Hunter 70 79 73 69 , Peter O'Malley ( Australia ) 71 73 75 72 , Mark Roe 69 71 78 73 , Mike Clayton ( Australia ) 69 76 73 73","{""PER"": [""Phillip Price"", ""Adam Hunter"", ""Peter O'Malley"", ""Mark Roe"", ""Mike Clayton""], ""LOC"": [""Australia"", ""Australia""]}",conll2003
"292 Iain Pyman 71 75 75 71 , David Gilford 69 74 77 72 , Peter Hedblom ( Sweden ) 70 75 75 72 , Stephen McAllister 73 76 69 74 .","{""PER"": [""Iain Pyman"", ""David Gilford"", ""Peter Hedblom"", ""Stephen McAllister""], ""LOC"": [""Sweden""]}",conll2003
-DOCSTART-,{},conll2003
SOCCER - SLOVAKIA BEAT FAROES IN WORLD CUP QUALIFIER .,"{""LOC"": [""SLOVAKIA"", ""FAROES""], ""MISC"": [""WORLD CUP""]}",conll2003
"TOFTIR , Faroe Islands 1996-08-31","{""LOC"": [""TOFTIR"", ""Faroe Islands""]}",conll2003
Slovakia beat the Faroe Islands 2-1 ( halftime 1-0 ) in their World Cup soccer European group six qualifying match on Saturday .,"{""LOC"": [""Slovakia"", ""Faroe Islands""], ""MISC"": [""World Cup"", ""European""]}",conll2003
Scorers :,{},conll2003
Faroe Islands - Jan Allan Mueller ( 60th minute ),"{""LOC"": [""Faroe Islands""], ""PER"": [""Jan Allan Mueller""]}",conll2003
"Slovakia - Lubomir Moravcik ( 13th ) , Peter Dubovsky ( 88th )","{""LOC"": [""Slovakia""], ""PER"": [""Lubomir Moravcik"", ""Peter Dubovsky""]}",conll2003
"Attendance : 1,445 .",{},conll2003
-DOCSTART-,{},conll2003
CRICKET - ENGLAND BEAT PAKISTAN BY 107 RUNS IN SECOND ONE-DAYER .,"{""LOC"": [""ENGLAND"", ""PAKISTAN""]}",conll2003
"BIRMINGHAM , England 1996-08-31","{""LOC"": [""BIRMINGHAM"", ""England""]}",conll2003
England beat Pakistan by 107 runs in the second one-day international at Edgbaston on Saturday to take the series 2-0 .,"{""LOC"": [""England"", ""Pakistan"", ""Edgbaston""]}",conll2003
"Scores : England 292-8 innings closed ( N. Knight 113 ) , Pakistan 185 ( Ijaz Ahmed 79 ; A. Hollioake 4-23 )","{""LOC"": [""England"", ""Pakistan""], ""PER"": [""N. Knight"", ""Ijaz Ahmed"", ""A. Hollioake""]}",conll2003
-DOCSTART-,{},conll2003
CYCLING - TOUR OF NETHERLANDS FINAL RESULTS / STANDINGS .,"{""MISC"": [""TOUR OF NETHERLANDS""]}",conll2003
"LANDGRAAF , Netherlands 1996-08-31","{""LOC"": [""LANDGRAAF"", ""Netherlands""]}",conll2003
Leading results of,{},conll2003
the 205-km sixth and final stage of the Tour of the Netherlands,"{""MISC"": [""Tour of the Netherlands""]}",conll2003
between Roermond and Landgraaf on Saturday :,"{""LOC"": [""Roermond"", ""Landgraaf""]}",conll2003
1. Olaf Ludwig ( Germany ) Telekom 4 hours 48 mins 2 seconds,"{""PER"": [""Olaf Ludwig""], ""LOC"": [""Germany""], ""ORG"": [""Telekom""]}",conll2003
2. Giovanni Lombardi ( Italy ) Polti 5 seconds behind,"{""PER"": [""Giovanni Lombardi""], ""LOC"": [""Italy""], ""ORG"": [""Polti""]}",conll2003
3. Tristan Hoffman ( Netherlands ) TVM same time,"{""PER"": [""Tristan Hoffman""], ""LOC"": [""Netherlands""], ""ORG"": [""TVM""]}",conll2003
4. Erik Breukink ( Netherlands ) Rabobank 8 seconds,"{""PER"": [""Erik Breukink""], ""LOC"": [""Netherlands""], ""ORG"": [""Rabobank""]}",conll2003
5. Jesper Skibby ( Denmark ) TVM 9,"{""PER"": [""Jesper Skibby""], ""LOC"": [""Denmark""], ""ORG"": [""TVM""]}",conll2003
6. Vyacheslav Ekimov ( Russia ) Rabobank same time,"{""PER"": [""Vyacheslav Ekimov""], ""LOC"": [""Russia""], ""ORG"": [""Rabobank""]}",conll2003
7. Luca Pavanello ( Italy ) Aki 11,"{""PER"": [""Luca Pavanello"", ""Aki""], ""LOC"": [""Italy""]}",conll2003
8. Eleuterio Anguita ( Spain ) MX Onda,"{""PER"": [""Eleuterio Anguita""], ""LOC"": [""Spain""], ""ORG"": [""MX Onda""]}",conll2003
9. Michael Andersson ( Sweden ) Telekom,"{""PER"": [""Michael Andersson""], ""LOC"": [""Sweden""], ""ORG"": [""Telekom""]}",conll2003
10. Johan Capiot ( Belgium ) Collstrop all same time,"{""PER"": [""Johan Capiot""], ""LOC"": [""Belgium""], ""ORG"": [""Collstrop""]}",conll2003
Final overall placings ( after six stages ) :,{},conll2003
1. Rolf Sorensen ( Denmark ) Rabobank 20:36:54,"{""PER"": [""Rolf Sorensen""], ""LOC"": [""Denmark""], ""ORG"": [""Rabobank""]}",conll2003
2. Lance Armstrong ( U.S. ) Motorola 2 seconds behind,"{""PER"": [""Lance Armstrong""], ""LOC"": [""U.S.""], ""ORG"": [""Motorola""]}",conll2003
3. Ekimov 1:7,"{""PER"": [""Ekimov""]}",conll2003
4. Marco Lietti ( Italy ) MG-Technogym 1:16,"{""PER"": [""Marco Lietti""], ""LOC"": [""Italy""], ""ORG"": [""MG-Technogym""]}",conll2003
5. Erik Dekker ( Netherlands ) Rabobank 1:23,"{""PER"": [""Erik Dekker""], ""LOC"": [""Netherlands""], ""ORG"": [""Rabobank""]}",conll2003
6. Ludwig 1:25,"{""PER"": [""Ludwig""]}",conll2003
6. Breukink same time,"{""PER"": [""Breukink""]}",conll2003
8. Maarten den Bakker ( Netherlands ) TVM 1:33,"{""PER"": [""Maarten den Bakker""], ""LOC"": [""Netherlands""], ""ORG"": [""TVM""]}",conll2003
9. Andersson 1:34,"{""PER"": [""Andersson""]}",conll2003
10. Skibby 1:45,"{""PER"": [""Skibby""]}",conll2003
-DOCSTART-,{},conll2003
CRICKET - ENGLAND V PAKISTAN ONE-DAY SCOREBOARD .,"{""LOC"": [""ENGLAND"", ""PAKISTAN""]}",conll2003
"BIRMINGHAM , England 1996-08-31","{""ORG"": [""BIRMINGHAM""], ""LOC"": [""England""]}",conll2003
Scoreboard of the second one-day cricket match between England and Pakistan on Saturday :,"{""LOC"": [""England"", ""Pakistan""]}",conll2003
England,"{""LOC"": [""England""]}",conll2003
N. Knight st Moin Khan b Saqlain Mushtaq 113,"{""PER"": [""N. Knight"", ""Moin Khan"", ""Saqlain Mushtaq""]}",conll2003
A. Stewart b Mushtaq Ahmed 46,"{""PER"": [""A. Stewart"", ""Mushtaq Ahmed""]}",conll2003
M. Atherton lbw b Mushtaq Ahmed 1,"{""PER"": [""M. Atherton"", ""Mushtaq Ahmed""]}",conll2003
G. Thorpe lbw b Ata-ur-Rehman 21,"{""PER"": [""G. Thorpe"", ""Ata-ur-Rehman""]}",conll2003
M. Maynard run out 1,"{""PER"": [""M. Maynard""]}",conll2003
R. Irani not out 45,"{""PER"": [""R. Irani""]}",conll2003
A. Hollioake run out 15,"{""PER"": [""A. Hollioake""]}",conll2003
D. Gough run out 0,"{""PER"": [""D. Gough""]}",conll2003
R. Croft b Waqar Younis 15,"{""PER"": [""R. Croft"", ""Waqar Younis""]}",conll2003
D. Headley not out 3,"{""PER"": [""D. Headley""]}",conll2003
Extras ( lb-25 w-4 nb-3 ) 32,{},conll2003
"Total ( for 8 wickets , innings closed ) 292",{},conll2003
Fall : 1-103 2-105 3-163 4-168 5-221 6-257 7-257 8-286 .,{},conll2003
Did Not Bat : A. Mullally .,"{""PER"": [""A. Mullally""]}",conll2003
"Bowling : Wasim Akram 10-0-50-0 , Waqar Younis 9-0-54-1 ,","{""PER"": [""Wasim Akram"", ""Waqar Younis""]}",conll2003
"Ata-ur-Rehman 6-0-40-1 , Saqlain Mushtaq 10-0-59-1 , Mushtaq Ahmed","{""PER"": [""Ata-ur-Rehman"", ""Saqlain Mushtaq"", ""Mushtaq Ahmed""]}",conll2003
"10-0-33-2 , Aamir Sohail 5-0-31-0 .","{""PER"": [""Aamir Sohail""]}",conll2003
pakistan,{},conll2003
Saeed Anwar c Stewart b Gough 33,"{""PER"": [""Saeed Anwar"", ""Stewart"", ""Gough""]}",conll2003
Aamir Sohail c Croft b Gough 0,"{""PER"": [""Aamir Sohail"", ""Croft"", ""Gough""]}",conll2003
Moin Khan lbw b Mullally 0,"{""PER"": [""Moin Khan"", ""Mullally""]}",conll2003
Ijaz Ahmed b Croft 79,"{""PER"": [""Ijaz Ahmed"", ""Croft""]}",conll2003
Inzamam-ul-Haq c Thorpe b Croft 6,"{""PER"": [""Inzamam-ul-Haq"", ""Thorpe"", ""Croft""]}",conll2003
Salim Malik c Stewart b Hollioake 23,"{""PER"": [""Salim Malik"", ""Stewart"", ""Hollioake""]}",conll2003
Wasim Akram c Knight b Hollioake 21,"{""PER"": [""Wasim Akram"", ""Knight"", ""Hollioake""]}",conll2003
